IDComentario,comentario
207521,"Pedi uma carne de sol, veio cozida por fogo baixo. Pedi pra substituir, trouxeram uma carne quase queimada. Pedi a conta, foram gentis e propuseram a troca por uma picanha. Pior que a carne de sol. Fina, dura, cozida em figo baixo. O restaurante não...Mais"
207560,"Caiu muito o serviço: garçons e staff de recepção despreparados, falta de padronização nos produtos e cozinha lenta e fraca. Eu costumava ir quase toda semana lá.... mas cada dia tem caído mais. Falta de gerência profissional. Uma pena, mas pelo menos nos últimos meses...Mais"
207562,"Horrivel. Por duas vezes pedi delivery. Atraso de mais de 1 hora e aí da o pedido errado. Atendente ainda conseguiu ser mal educada quando o problema foi relatado, ao invés de tentar minimizar a incompetência do serviço.  Já compareci pessoalmente mais três vezes e...Mais"
207571,"Restaurante referencia na cidade de Manaus, muito luxo, requinte, badalado, bem frequentado pela elite. No dia 12/dez., jantar e pedi o melhor prato do cardápio, PARRILA DE TAMBAQUI - COSTELA, primeiro veio ESTRAGADO, com Mal Cheiro; pedi para trocar, serviram PEIXE com gosto de BARRO,...Mais"
207596,"Pedi calderado de tambaqui,  chego no caldo muito fino, e nao muito para 2  pessoas, o piráo era farinha mohlado, parece nao eera feito com na caldo, horrivel, o vinegreite parece uma salada de tomate, ceballa, pedaacoes grandes sim sabor, lencoies de papel pequeno,  Servicio...Mais"
207604,"Ambiente lindo,muitas indicações, porém comida cara, ruim e fria. Desapontou todas as expectativas do grupo, uma vez que só tivemos elogios."
207620,"Frequento o restaurante desde que inaugurou. Certa vez pedi um bacalhau em natas , prato bem grande servido em uma panela acompanhado de arroz com brócolis e farofa de ovos, serve 3 pessoas. Hoje fui com minha família e pedi esse mesmo prato mais outro,...Mais"
207626,"Péssimo atendimento dos funcionários!  Ficam discutindo entre eles na frente do cliente. Distratam o cliente se o mesmo se recusa a pagar os 10%, mesmo não sendo obrigatório o pagamento. Se recusam a receber o pagamento da conta na mesa e mandam o cliente ir...Mais"
207669,"Não achei muito legal! O peito de frango estava gostoso e suculento e o queijo assado era bom. O cardápio é meio restrito! Não valeu a pena!"
207689,"Gosto de churrasco e como bom brasileiro, de picanha. No começo esse estabelecimento servia carne de boa qualidade, agora parece ser uma picanha sem procedência, pois duas vezes nos ofereceram uma carne que realmente parecia contrafilé e quando questionamos não trocaram ou não respondiam. Acredito...Mais"
207705,"Péssimo atendimento,  funcionários mal treinados e gerente que vai embora antes do fechamento do estabelecimento. Experiência oferecida não vale nem 50% do valor cobrado pelo restaurante.  Prato normal não vale o que o restaurante cobra."
207707,"Atendimento amador , espaço bom confortável , quase ninguém estava quando fomos , erraram o pedido e o que veio não justifica a cozinha ser chamada de portuguesa ! Pedimos salada de bacalhau , pareceu un risoto horrible , sem gosto , sem tempero, insisti...com o atendente que o pedido estava errado , falou com veemência que era o certo , tive que puxar o cardápio para pedir para levarem de volta, por fim cancelei e vim embora ! À entrada era bolinho de bacalhau , razoável e um alho temperado que na verdade era uma conserva de alho ! Enfim ! Sendo sincero ! Não justifica essa nota !Mais"
207726,"Não gostei . Pedi um nhoque de macaxeira com Molho de cogumelos. Horrível. Macaxeira amarra na boca, molho pesado, sem sabor. Espaguete ao sugo para criança que deveria ser básico cheio de coentro. Supremo de tambaqui do meu esposo ok, mas nada de excepcional. Acompanhamento...de macaxeira também mal cozido. Não recomendo. Mais nome do que entrega.Mais"
207727,"Nota 2, péssima experiência, atendimento péssimo, demorado, comida nada demais, passei vergonha com meus amigos de fora."
207729,"Decepção total! Fui com muitas expectativas porque esse restaurante foi sempre muito bem recomendado. Como não estava com muita fome, pedi apenas uma entrada de isca de pirarucu. A isca estava péssima, sem gosto de peixe, tinha gosto de bolinho de arroz sem glúten que...vende em supermercado (gosto de vento). A isca vem numa tapioca típica da região norte, mas o garçom não explica que essa tapioca é super dura, horrível de comer, parece que vai quebrar o dente. Não tinha gosto de nada a comida, que decepção! Fora que caríssimo! A sobremesa também estava bem razoável, me indicaram sorvete com castanha caramelizada e uma calda típica, mas achei o gosto bem enjoativo. Infelizmente não tive uma boa experiência e a conta saiu bem cara. Eu comi melhor em restaurantes mais simples em Manaus, pagando muito mais baratoMais"
207736,"Sou cliente do banzeiro , já havia feito outras avaliações sempre elogiando pq gostava muito! Mas ontem no dia das mães fizemos o nosso pedido, dois pratos de camarão , o com arroz negro e o com catupiry .. nossa ! Numa data tão especial!...Mais"
207763,"Fomos jantar e nossos drinks vieram errados com ingredientes trocados. Tentaram nos convencer que eles não erraram. Então pedimos outros drinks  e mais uma vez os ingredientes diferentes. Entendemos como falta de respeito ao cliente e não admitiram o erro. Levantamos e fomos embora sem...Mais"
207767,"A comida é excelente e o custo beneficio em relação a comida é ótimo, apesar do atendimento excelente por parte do garçom James, o gerente estragou uma experiência que poderia ter sido maravilhosa. Ao solicitar que não queria o acompanhamento do arroz, o garçom me...Mais"
207814,"Fui ao Bar do Armando após ver uma matéria na revista de bordo da Azul. Imaginei um boteco antigo e tradicional que serviria um lanche de pernil descomunal ( veja minha avaliação sobre o Bar Estadão em São Paulo). De fato, o estilo e a...Mais"
207838,"Pedi um Pirarucu que veio borrachudo e parecia ter sido cortado e congelado antes de ser jogado em cubos que não se separaram…o chopp veio quente."
207878,"Estamos passeando em Manaus.  Fui no restaurante na semana passada e todos os pratos de peixe estavam muito bons. Voltei hoje e pedimos um filet mignon mal passado. Ele veio ao ponto. Reclamamos e voltou um filet mal passado mas sem sal, pimenta, enfim, muito...ruim. A atendente, muito atenciosa, pediu mil desculpas. Mas o gerente não apareceu.Mais"
207882,"Se você estiver sozinho, o Banzeiro NÃO É UMA BOA OPÇÃO! Não tem pratos individuais (vergonha) os pratos são apenas para duas pessoas, e o valor individual é 60% do valor. Entradas apenas grandes, tentei falar com a gerente para fazer meia entrada pois TODAS...vem grande quantidade, e a mesma falou que não seria possível…. Estou em Manaus a trabalho, e só perdi meu tempo! VERGONHA!!! Sai sem comer!Mais"
207888,"Tudo é muito caro para a qualidade que não tem. Além de serem descuidados com a comida. Beijei minha esposa e fui repreendido pelo garçom como se estivesse cometendo um crime de ato obsceno. Não recomendo."
207903,"Pedi uma lasanha pelo abrafood e me surpreendeu receber uma lasanha ácida, sem gosto e gordurosa. Foi a pior lasanha que comi na minha vida. Sempre fui fã da lasanha da Loppiano mais estão a desejar na qualidade. Espero que melhorem."
207904,"Não sei porque essa pizzaria faz tanto sucesso e como ganhou destaque como melhor pizzaria uns anos atrás. Achei o sabor das pizzas sem graça apesar da variedade. Os atendentes pareciam entediados apesar do local estar cheio, salvo uma atendente bem simpática. Para conseguir uma...Mais"
207913,"Apesar da localização boa os clientes bebem na calçada publica. A cerveja eh cara e o banheiro muito sujo"
207926,"Não vejo muita diferença de outros restaurantes que servem carne de sol, a não o ser o preço que custa 2 e até 3 vezes mais.  Uma família de 5 pessoas (incluindo crianças) e uma conta de R$300  Eles precisam entender que estão servindo carne...Mais"
207927,"Pedi uma picanha nobre (angus) e esperava muito mais pelo valor cobrado. A carne veio seca demais, parecia que já estava no fogo a muitas horas e oferecem assim mesmo. Foi a primeira e última vez que fui lá e não indico para ninguém. Melhor...mesmo é ir no Picanha Mania que tem um bom custo/benefício.Mais"
207929,"Pior picanha que ja comemos na vida, gosto horrível, ao provar a carne senti um gosto de plastico, com fumaça, impossível comer, pensei vou comer os acompanhamentos, o pior tudo ruim, arroz, farofa, vinagrete e maionese, só conseguimos botar a primeira colher na boca e...não conseguimos mais comer. Pedi a conta paguei cento e pouco e nunca mais piso lá. Não sei como os donos ainda nao perceberam que a cozinha esta péssima. Ha um  tempo fui la  pedi um franguinho de leite estava com gosto de podre. Reclamei na hora. o gerente provou e concordou estava ruim mesmo.Mais"
207984,"Fui cheia de expectativas mas me decepcionei com as porções e com o atendimento. Deixou muito a desejar ."
207998,"Cozinha regional amazônica de primeira. Vale a pena confefir. Chef de cuisine conceituado. Pratos bem elaborados. Peixes amazonicos deliciosos, com toque internacional."
208069,"Estamos passeando em Manaus.  Fui no restaurante na semana passada e todos os pratos de peixe estavam muito bons. Voltei hoje e pedimos um filet mignon mal passado. Ele veio ao ponto. Reclamamos e voltou um filet mal passado mas sem sal, pimenta, enfim, muito...ruim. A atendente, muito atenciosa, pediu mil desculpas. Mas o gerente não apareceu.Mais"
208073,"Se você estiver sozinho, o Banzeiro NÃO É UMA BOA OPÇÃO! Não tem pratos individuais (vergonha) os pratos são apenas para duas pessoas, e o valor individual é 60% do valor. Entradas apenas grandes, tentei falar com a gerente para fazer meia entrada pois TODAS...vem grande quantidade, e a mesma falou que não seria possível…. Estou em Manaus a trabalho, e só perdi meu tempo! VERGONHA!!! Sai sem comer!Mais"
208110,"Que decepção...Atendimento sem classificação... esqueceram todos os pedidos e ficaram de ma educação e ainda sem guardanapo Precisa parar e ver o q está acontecendo com a equipe."
208111,"Tive uma péssima experiência no choupana, esqueceram todos os pratos possíveis, ainda n tem guardanapo na mesa."
208114,"Comida sem tempero é totalmente sem graça…. Uma decepção pq havia sido muito bem recomendado!! Espero que tenha sido um mal dia para a casa…."
208118,"Há tempos o restaurante estava entre os melhores da cozinha regional em Manaus, entretanto para minha surpresa decaiu absurdamente. Demora para servir e principalmente péssima qualidade do almoço. Fiquei decepcionado."
208133,"Almocei na Picanha Mania há uns 2 anos atrás, quando de minha última viagem à Manaus.  Na ocasião, considerei excelente a comida, salada de palmito e a picanha. Retornando à Manaus por motivos profissionais, fiz questão de voltar na Picanha Mania, para almoçar neste domingo....Mais"
208196,"Aquele tinha tudo para ser um ótimo almoço , eu e meus familiares estávamos ansiosos para conhecer o restaurante. A decepção começou na chegada, o local é pequeno, quente e estava lotado, além de estar fedendo lá dentro. Depois de uma espera por uma mesa...Mais"
208208,"Que decepção...Atendimento sem classificação... esqueceram todos os pedidos e ficaram de ma educação e ainda sem guardanapo Precisa parar e ver o q está acontecendo com a equipe."
208209,"Tive uma péssima experiência no choupana, esqueceram todos os pratos possíveis, ainda n tem guardanapo na mesa."
208212,"Comida sem tempero é totalmente sem graça…. Uma decepção pq havia sido muito bem recomendado!! Espero que tenha sido um mal dia para a casa…."
208216,"Há tempos o restaurante estava entre os melhores da cozinha regional em Manaus, entretanto para minha surpresa decaiu absurdamente. Demora para servir e principalmente péssima qualidade do almoço. Fiquei decepcionado."
208292,"Fui com a família almoçar no domingo passado, mas não volto nunca mais. Tudo que pedimos veio muito ruim, tanto em aspecto, como no sabor, uma Tambaqui assado, sardinhas fritas e um pacu assado, que estavam extremamente salgados (não consegui comer o pacu) e com...Mais"
208320,"a decoração do restaurante é interessante com remos na parede, o ambiente é pequeno e vive lotado de locais indicando a fama que adquiriu servem uma entrada cortesia, caldinho de tambaqui (SIMPLESMENTE DELICIOSO, peça para repetir, pois é gostoso mesmo e eles trazem uma segunda...Mais"
